Country or Area,Item,Year,Value
South Africa,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),1993,52.1
South Africa,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),2000,55.4
South Africa,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),2005,51.2
South Africa,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),2008,39.3
South Africa,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),2010,37.9
South Africa,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),2014,40.0
